Date/Time,"ID: 9021","ID: A821","ID: BF21","ID: 1221","ID: 0721","ID: 3721","ID: 4121","ID: D421","ID: 2421","ID: FA21"
"21-07-23 14:26:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13.5,13
"21-07-23 14:31:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13.5,13.5
"21-07-23 14:36:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13.5,13.5
"21-07-23 14:41:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13.5,13
"21-07-23 14:46:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13.5,13.5
"21-07-23 14:51:00",13,13,12.5,13.5,13,13.5,13.5,13.5,13.5,13.5
"21-07-23 14:56:00",13,13,13,13.5,13,13.5,13.5,13.5,13.5,13.5
"21-07-23 15:01:00",13,13,13,13.5,13,13.5,13.5,13.5,13.5,13.5
"21-07-23 15:06:00",13,13,13,13.5,13,13.5,13.5,13.5,13.5,13.5
"21-07-23 15:11:00",13,13.5,13,13.5,13,13.5,13.5,13.5,13.5,13.5
"21-07-23 15:16:00",13,13.5,13,13.5,13,13.5,13.5,13.5,13.5,13.5
"21-07-23 15:21:00",13,13.5,13,13.5,13,13.5,13.5,13.5,13.5,13.5
"21-07-23 15:26:00",13,13.5,13,13.5,13,13.5,13.5,13.5,13.5,13.5
"21-07-23 15:31:00",13,13.5,13,14,13,13.5,13.5,13.5,13.5,13.5
"21-07-23 15:36:00",13,13.5,13,14,13,13.5,13.5,13.5,13.5,13.5
"21-07-23 15:41:00",13,13.5,13,14,13,14,13.5,13.5,13.5,13.5
"21-07-23 15:46:00",13,13.5,13,14,13,14,14,13.5,13.5,13.5
"21-07-23 15:51:00",13,13.5,13,14,13,14,14,13.5,13.5,13.5
"21-07-23 15:56:00",13,13.5,13,14,13,14,14,14,13.5,14
"21-07-23 16:01:00",13,13.5,13,14,13,14,14,14,13.5,14
"21-07-23 16:06:00",13,13.5,13,14,13,14,14,14,13.5,14
"21-07-23 16:11:00",13,13.5,13,14,13,14,14,14,13.5,14
"21-07-23 16:16:00",13,13.5,13,14,13.5,14,14,14,13.5,14
"21-07-23 16:21:00",13,13.5,13,14,13.5,14,14,14,13.5,14
"21-07-23 16:26:00",13,13.5,13,14,13.5,14,14,14,13.5,14
"21-07-23 16:31:00",13,13.5,13,14,13.5,14,14,14,13.5,14
"21-07-23 16:36:00",13,13.5,13,14,13.5,14,14,14,13.5,14
"21-07-23 16:41:00",13,13.5,13,14,13.5,14,14,14,13.5,14
"21-07-23 16:46:00",13,13.5,13,14,13.5,14,14,14,13.5,14
"21-07-23 16:51:00",13,13.5,13,14,13.5,14,14,14,13.5,14
"21-07-23 16:56:00",13,13.5,13,14,13.5,14,14,14,13.5,14
"21-07-23 17:01:00",13,13.5,13,14,13.5,14,14,14,13.5,14
"21-07-23 17:06:00",13,13.5,13,14,13.5,14,14,14,13.5,14
"21-07-23 17:11:00",13,13.5,13,14,13.5,14,14,14,13.5,14
"21-07-23 17:16:00",13.5,13.5,13,14,13.5,14,14,14,13.5,14
"21-07-23 17:21:00",13.5,13.5,13,14,13.5,14,14,14,13.5,14
"21-07-23 17:26:00",13,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 17:31:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 17:36:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 17:41:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 17:46:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 17:51:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 17:56:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 18:01:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 18:06:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 18:11:00",13.5,13.5,13,14,13.5,14,14,14,14,14
"21-07-23 18:16:00",13.5,13.5,13,14,13.5,14,14,14,14,14
